file,entropy,perplexity,rolling_entropy,sentence_entropy_variance,lexical_density,pattern_regularity,repetition,sentence_evenness,tonal_stability
12254068.txt,7.827187825211672,227.1006185410959,0.025193861059790174,0.5665784589676782,0.3605051664753157,0.12428078250863062,0.45120551090700345,0.7586121569155188,0.9781047774843636
12351749.txt,7.280763904388641,155.49925998197511,0.033290926220119886,0.8543631262191047,0.45794392523364486,0.11032863849765258,0.5210280373831776,1.148637337508331,0.9883820767086451
12545844.txt,7.121437620184841,139.24074424277023,0.01345729631070386,0.6093820384441943,0.4752186588921283,0.08211143695014662,0.5597667638483965,0.5424962994548578,0.9828133756867421
12547982.txt,7.526063720190385,184.31934950949758,0.023395570251341393,1.62097749101185,0.2712665406427221,0.2803030303030303,0.32892249527410206,0.7246739121377265,0.9551969303172724
12674307.txt,7.255787374217395,152.83036199990778,0.010579872493080152,4.626309817194942,0.46766169154228854,0.015,0.5771144278606966,1.3648474919758966,0.8797054094287521
12693146.txt,7.741706554814035,214.03553897101924,0.01585441655413909,0.8732071766540823,0.297153024911032,0.38324420677361853,0.37544483985765126,0.5619587984637282,0.9566774786723634
12695537.txt,7.957323349187364,248.53812251485368,0.03050085076569713,0.7082522005062437,0.4689189189189189,0.06233062330623306,0.5297297297297298,0.9019269494932626,0.982469898011358
12786012.txt,7.562048469954333,188.97459276465307,0.021307807036485424,0.5231232673250544,0.3996710526315789,0.08250825082508251,0.48026315789473684,0.7954678291200072,0.9829887703751253
12839152.txt,7.722388537135252,211.18865672551624,0.02314446907398287,0.36608376054439806,0.33836206896551724,0.3174946004319654,0.41810344827586204,0.6324279371672596,0.9752090900333302
13115648.txt,7.780952528947065,219.93791621641572,0.01960271868348375,0.5590251394260559,0.46129541864139023,0.03486529318541997,0.5545023696682464,0.814326029053176,0.9645813778506404
13129275.txt,7.531288716922001,184.98810766448457,0.017572160020749635,2.076834395992008,0.4095826893353941,0.05581395348837209,0.47449768160741884,0.9179507499352588,0.9961185031044307
13264796.txt,8.256736383904542,305.8618548049478,0.02565710219033095,3.5319192183641785,0.19943932719263116,0.8364729458917836,0.24028834601521826,1.9257312568949538,0.9842896717253251
13294301.txt,7.250914555065188,152.31503586264336,0.009161474439273993,0.3189026672820585,0.30564784053156147,0.8366666666666667,0.3588039867109635,0.6391313392224504,0.9270337881601303
13296856.txt,7.385017285827245,167.15205548819873,0.01845178368934451,4.456785191007378,0.40852575488454707,0.062388591800356503,0.49023090586145646,1.6121038287606415,0.8267308620523972
13313917.txt,7.82643192826722,226.98166083003224,0.009478326801183719,0.6476507707054893,0.4481751824817518,0.0527086383601757,0.5109489051094891,0.7582712936038328,0.9738341329133051
13393401.txt,7.64093758711615,199.59580474484392,0.02093610052902697,0.8888084969835478,0.36351875808538164,0.05714285714285714,0.4494818652849741,0.590798944996957,0.9652726840369525
13520837.txt,7.935415747109523,244.79253396888302,0.019453814466378526,1.3992954144709209,0.4149326805385557,0.05889570552147239,0.49571603427172584,1.3552365843333865,0.9458418690661057
13569152.txt,7.746796811080872,214.79205369332496,0.045854445731062246,1.4187871898047903,0.4304932735426009,0.0704647676161919,0.515695067264574,0.8336343219774158,0.9781873710158694
13764840.txt,6.938977408168605,122.69880671448146,0.013548262205123422,3.372141580030138,0.5255474452554745,0.022058823529411766,0.6204379562043796,1.9200254379430897,0.8653433179643145
13807808.txt,7.019137933320917,129.7092838847632,0.05576340220106988,3.32137928438608,0.4919614147909968,0.08737864077669903,0.5819935691318328,1.0736213832062267,0.9339944825517577
13812481.txt,7.39957646232372,168.84743609398888,0.019152163610244362,0.8056625294503243,0.3412816691505216,0.4947683109118087,0.4247391952309985,2.688710223784947,0.9389810282796097
13907230.txt,7.0627649335856075,133.69159274903032,0.010234582745454631,2.9505156309928373,0.5686274509803921,0.06324110671936758,0.6705882352941176,1.3474055551703081,0.9860570919774765
13915715.txt,7.59692017882683,193.59799200095074,0.06827656485561583,0.7085737350407246,0.49242424242424243,0.1482889733840304,0.5246212121212122,0.7577403545939098,0.9744562067886007
14062078.txt,7.979641234539092,252.41279522075024,0.0325328913950811,1.1736680635136252,0.38269030239833157,0.05329153605015674,0.46715328467153283,1.0058495788283572,0.9785037710017761
14070138.txt,7.809470547106232,224.328723424022,0.014170727436931646,0.7099422858892477,0.33120340788072417,0.28068303094983993,0.4036208732694356,1.0619399326234806,0.9275638619976354
14128006.txt,7.494311725264809,180.30701604138983,0.02015297879901938,5.497669004012135,0.4107424960505529,0.06497622820919176,0.47235387045813587,1.033793313462962,0.9610151696501437
14248724.txt,6.8997000593893105,119.40339601312277,0.01274808250584648,0.9259124828543289,0.43373493975903615,0.07272727272727272,0.5421686746987951,0.857901365857895,0.9601980504524055
14278888.txt,7.825547056624024,226.84248515748493,0.030924407135959415,0.7152177100683382,0.4471428571428571,0.09742120343839542,0.5128571428571429,0.7898722190639317,0.9810284515311105
14381464.txt,6.213931872830543,74.23007250156132,0.007869619582527,1.3090511220242838,0.5304347826086957,0.05309734513274336,0.7391304347826086,0.7275304578557179,0.9431213964903309
14449423.txt,7.979258114029655,252.3457736557509,0.02597635452450873,0.8557322218941756,0.37098445595854923,0.08307372793354102,0.45181347150259066,0.8322743761132686,0.9469237623606857
14517953.txt,7.832871999598034,227.99715303965868,0.03491708025587225,0.6775788166404741,0.4642313546423135,0.08854961832061069,0.5205479452054794,0.8926574784215027,0.9326317413127185
14528265.txt,7.012259462498672,129.09232883909067,0.11110689843854563,0.8381117267613352,0.4934210526315789,0.1456953642384106,0.5657894736842105,1.5345781880419609,0.9830706998042992
14554542.txt,7.904838696504782,239.6588982876865,0.04520046063898469,1.9041047955171948,0.2680546519193234,0.14332247557003258,0.3240078074170462,1.4473518931690645,0.9919178706894776
14667957.txt,7.730405036295917,212.36541690112932,0.052276645538574806,0.48515197493843143,0.31666666666666665,0.1440501043841336,0.3927083333333333,1.0112493072920783,0.9812344997268576
14708590.txt,7.637371772111819,199.10308600567836,0.030504982990813775,1.1942017549766841,0.38439306358381503,0.11014492753623188,0.4682080924855491,0.9134501255837116,0.9739930749762316
14726000.txt,7.736257414391174,213.22863949737732,0.023222097143631458,1.516925828636552,0.3803680981595092,0.26615384615384613,0.4677914110429448,0.7872725242996613,0.9943463267996587
14743911.txt,7.318353212668287,159.60402367638594,0.04338240382546398,0.4082607272714062,0.26040268456375837,0.6123822341857336,0.3087248322147651,0.6302931002871739,0.997097175518751
14771530.txt,7.096931158527165,136.8954948137863,0.015477100542409602,1.0740628019858491,0.5047923322683706,0.07717041800643087,0.6198083067092651,1.0626614417610816,0.9532687143004731
14874322.txt,6.763481178276538,108.64524153735974,0.031997412925544866,0.1004833761641595,0.20402298850574713,0.8818443804034583,0.23994252873563218,0.2518023250512007,0.9781021405142001
14886205.txt,8.003910314340144,256.6948095688344,0.02192928693057314,1.0103592794801814,0.4544138929088278,0.09869375907111756,0.5296671490593343,1.0400013596988045,0.9829691256392333
14910300.txt,7.677638176365755,204.73843862097976,0.06002740146200451,1.0980974699004986,0.41029641185647425,0.11737089201877934,0.46957878315132606,0.9665343263760418,0.9568481793772123
15354126.txt,7.82881574202644,227.3570203212496,0.02416797301589235,1.1695497706120248,0.4373134328358209,0.041916167664670656,0.5567164179104478,0.8702735209345078,0.972288229117476
15699744.txt,7.955839844650032,248.28268535146222,0.016975922873167158,1.0737982232868248,0.42357512953367876,0.11298701298701298,0.49740932642487046,0.7282620601294291,0.9737179728359612
15746146.txt,7.4828883555702985,178.88496866522564,0.02239144206300789,0.7560426226890589,0.3811659192825112,0.08545727136431784,0.4648729446935725,0.7366556836283102,0.9346445558141186
15802627.txt,7.934181728783698,244.58323865085245,0.038506047217299166,0.7839255121166983,0.34171322160148976,0.18470149253731344,0.40502793296089384,1.0637259039948561,0.9900943949007059
15811992.txt,7.601399202572243,194.19997469891536,0.09424961284654103,1.2508833264233659,0.2956204379562044,0.07769652650822668,0.3658759124087591,0.6808148512956635,0.9514289873963595
15821633.txt,7.997242937514795,255.51123835015665,0.02208596928196302,0.7064312816686568,0.42550655542312277,0.04898446833930705,0.5172824791418356,0.812402010880508,0.9592227223273913
15899269.txt,6.889635517754024,118.57331179490798,0.033598705852831874,0.25669142387951177,0.4040114613180516,0.29394812680115273,0.4699140401146132,0.5931268732619733,0.9558897462402839
15906625.txt,7.358518129035876,164.10986207363206,0.022544107810679788,0.3939112859641856,0.30404463040446306,0.45454545454545453,0.3598326359832636,0.8358244629879906,0.9934861254117938
15917885.txt,7.162022003357186,143.21333314337346,0.013237213015574003,3.267749559026581,0.43034825870646765,0.0725,0.5149253731343284,1.0272052792910444,0.9828200433674573
15973307.txt,7.143452696010505,141.3818089630478,0.014855721146719444,1.0379911161846875,0.5058479532163743,0.03529411764705882,0.5906432748538012,0.6390517945052078,0.9693851972844449
16203589.txt,8.093860123545294,273.2087963033649,0.020970348291749402,1.39030369174965,0.43777292576419213,0.036105032822757115,0.5218340611353712,0.7001532879927391,0.9504260854825625
16248476.txt,6.779026387964904,109.82223660685945,0.044651630836211424,0.331932443126606,0.5125,0.23109243697478993,0.5875,0.4646601886422926,0.9709628720879561
16270906.txt,8.156724103663574,285.37677224412295,0.02698311100236892,0.3654679626642491,0.28792987188132163,0.24915597569209993,0.3668240053944707,0.9325653815161236,0.940740133837143
16300459.txt,7.801297325074273,223.06143919193067,0.009016599489482666,5.725158017902148,0.4762684124386252,0.0755336617405583,0.5613747954173486,1.5821016718614116,0.9454289010368533
16332348.txt,8.54512408043619,373.5413335415923,0.0252205427993975,0.504366566032593,0.3804755944931164,0.12343358395989974,0.45118898623279097,1.1227299006824374,0.9609571346826945
16378091.txt,7.291347382831925,156.6441826744919,0.008341370442779253,0.3110787342407369,0.49415204678362573,0.03823529411764706,0.5935672514619883,0.42973504259354006,0.9618475776882985
16605352.txt,8.059957011192651,266.86328277934086,0.02187186054847913,1.7427753859285953,0.46077210460772106,0.0599250936329588,0.5354919053549191,1.0123231294960189,0.9591577374880362
16702198.txt,7.98060677202007,252.5817814442561,0.025482040594140963,0.8126658960812188,0.36721311475409835,0.16104461371055495,0.44299674267100975,0.9845718642600386,0.977343975370644
16877897.txt,8.025600969615134,260.58332726644585,0.046834639941635434,0.8125912336684815,0.3790720631786772,0.17804154302670624,0.4383020730503455,0.6553131459475797,0.9637019859128412
16893572.txt,7.850896058543175,230.86346330957994,0.014250829310225999,1.5912000604331173,0.3652694610778443,0.11884753901560624,0.4275449101796407,0.883815701772954,0.9648466986093857
16985289.txt,7.51894791412874,183.41246935577814,0.013934964112239254,0.5616086207435836,0.4020926756352765,0.09745127436281859,0.47234678624813153,0.7499036432619526,0.9796534048009571
17021141.txt,7.598035536690006,193.74772186553244,0.053138942392911885,4.43825274245464,0.3480392156862745,0.11425061425061425,0.40931372549019607,3.246251991577868,0.9447504896167745
17095812.txt,7.772589177252823,218.6666171578187,0.01794860335458936,0.3491653670560919,0.3419354838709677,0.2683189655172414,0.4096774193548387,0.6333582824862328,0.9550867883238121
17103000.txt,7.519375334163515,183.46681609966936,0.013005736379339584,0.46147491203216806,0.34714285714285714,0.07449856733524356,0.43,0.8868902763278544,0.9782705410968638
17111768.txt,8.385510859558348,334.4185024114509,0.031320951428681874,1.7410607497066466,0.3777292576419214,0.05102040816326531,0.4519650655021834,1.142649261226847,0.9850096915405623
17115815.txt,7.358368513416576,164.0928438370453,0.031219335967974632,6.9730373293312145,0.48868778280542985,0.045454545454545456,0.5588235294117647,1.7114385769729048,0.9802293813577858
17132168.txt,7.770067400204549,218.28472993753664,0.014066416318828757,1.6532221429760265,0.3388822829964328,0.18831942789034564,0.43757431629013077,1.1458011656974096,0.9632967800383856
17152392.txt,7.8855134035737935,236.47000779482352,0.008559660247828354,1.3705497018599861,0.36319612590799033,0.032766990291262135,0.4661016949152542,0.6987614974196439,0.9572489452475803
17254634.txt,7.817271205117953,225.54495487407956,0.018292994512045493,0.9105081147364664,0.39208173690932313,0.07426376440460948,0.4725415070242657,1.2596206695265781,0.9607619243857413
17274759.txt,7.573975062294001,190.54329899654115,0.01754490193487314,0.7153186790385058,0.434640522875817,0.06721311475409836,0.5032679738562091,1.0860023411819872,0.9868690969947568
17306905.txt,7.688106005207111,206.22937111068643,0.02507072880371606,1.0579347397377623,0.1822947000582411,0.8421665695981363,0.21756835369400815,1.6675756343069668,0.9888945464983848
17325147.txt,7.770836471717259,218.40112412788656,0.0475025258140502,2.9234962147566974,0.4182692307692308,0.38102893890675243,0.47275641025641024,1.5110511119624521,0.9832508621818566
17396388.txt,7.76161542512401,217.0096556243497,0.008127529381702822,0.3123724533286655,0.45064377682403434,0.043041606886657105,0.542203147353362,0.5911202867795688,0.9504703376205447
17422560.txt,7.755466060459863,216.08663899830466,0.0355306586333014,0.9362356196672176,0.38156028368794326,0.2361308677098151,0.47375886524822697,0.9908472370843708,0.9695624339594497
17481570.txt,6.748568596010973,107.52800176039973,0.019476044127083855,0.5079730267721225,0.4217252396166134,0.18006430868167203,0.4984025559105431,0.6064782736518075,0.9599416092612679
17499196.txt,7.2212735880075085,149.21756781380907,0.03934579300382492,1.2604770795666675,0.262987012987013,0.403470715835141,0.31926406926406925,1.0383156826500302,0.9771544296348709
17509935.txt,7.04163396962513,131.74770034481094,0.025568688754076273,0.41738442112458624,0.3850415512465374,0.07242339832869081,0.5401662049861495,0.7130063328313658,0.9333100448989271
17539842.txt,7.676770120053021,204.61528644245598,0.02388953139604275,0.6171869586035743,0.3503184713375796,0.3670212765957447,0.4182590233545648,0.6678310434951145,0.9725280896009172
17545780.txt,7.7634862929977375,217.29125342616507,0.025475917086251645,1.2827869016197226,0.4140845070422535,0.06638418079096045,0.5056338028169014,1.4958761491586678,0.9701474270447868
17570634.txt,7.713569229438182,209.90158194091205,0.015848776102088773,0.5754198413562276,0.38089005235602097,0.08136482939632546,0.450261780104712,0.9655088381319774,0.9806185475339328
17584743.txt,7.679716467472025,205.0335894984092,0.018071886096421415,0.6649075372649385,0.4069264069264069,0.01881331403762663,0.4790764790764791,0.8110319098999477,0.9820458578589173
17597372.txt,7.258765690084549,153.14619260793376,0.00987076580411372,0.5174386263587494,0.47126436781609193,0.04046242774566474,0.5862068965517241,0.7491572752551873,0.9685352788808131
17602815.txt,7.735443778240154,213.1084189295407,0.029439232873149423,2.4859458698104357,0.435126582278481,0.03650793650793651,0.5126582278481012,0.7871135269131607,0.9915357903423105
17640785.txt,8.071241794171403,268.95887671435815,0.026000473748075403,3.4735678627195354,0.4647887323943662,0.06,0.5211267605633803,1.6509921180059972,0.9961813587369668
17658471.txt,7.82348343904233,226.51824372567077,0.011019737313126136,0.6661647896080944,0.4366412213740458,0.11638591117917305,0.5190839694656488,1.2092408918546704,0.9901525529143226
17659053.txt,8.101431627556352,274.64641071906743,0.01809977501406694,0.6257528969895809,0.4360400444938821,0.11259754738015608,0.5150166852057843,1.2457629141080364,0.9697510224640811
17660419.txt,6.48451870706313,89.54361805106744,0.022963960894659144,1.8424918892660436,0.49537037037037035,0.06542056074766354,0.5601851851851852,0.8860434254254237,0.9995382026230211
17681064.txt,7.612504959173925,195.7006800680707,0.022793233677529286,2.5868018132552804,0.38388625592417064,0.07606973058637084,0.46445497630331756,1.923943286701589,0.9895724881487824
17686472.txt,7.418512903862127,171.07829261316562,0.029914611045423884,1.655799874308354,0.4853658536585366,0.08108108108108109,0.5647921760391198,1.5548311469049005,0.9760657664782209
17694454.txt,8.336810181287053,323.31803653433843,0.04744046715229284,0.6824498168080991,0.39938319198149574,0.05250965250965251,0.4710871241326137,1.1512222425536733,0.9682042142584013
17704246.txt,8.757362827590912,432.7418466465187,0.04080104036115862,0.3928568326795212,0.31262770739681245,0.11901840490797547,0.3943604413567634,1.3289174015585667,0.9553961097415241
17730889.txt,7.826651755585529,227.01624927044193,0.049476830047892155,0.9992259665476011,0.48208955223880595,0.0374251497005988,0.5671641791044776,1.2850109194255874,0.9544081378251036
17781039.txt,8.100474708795451,274.4643021275849,0.020483738504737024,0.6935098411073287,0.47435897435897434,0.029205607476635514,0.5617715617715617,0.6538635159324669,0.9635765800367972
17818707.txt,7.719151523727425,210.71533829125664,0.029665781492431584,0.6934762408662304,0.3753180661577608,0.04591836734693878,0.46946564885496184,0.9730362741457467,0.9537263320378285
17864043.txt,8.078594099316494,270.33305147911744,0.02185224307284265,0.7314432558231115,0.3639960435212661,0.03964321110009911,0.4688427299703264,0.8608669928190674,0.9823398196172568
17915015.txt,7.7507691890121855,215.3842862411906,0.05314698218242415,1.3227779623137073,0.4161764705882353,0.1592920353982301,0.4808823529411765,1.258007471291412,0.9824580364871446
17960690.txt,7.67840228964557,204.84690561662444,0.10978297070354538,3.7826556953143085,0.44851657940663175,0.1243432574430823,0.5287958115183246,1.5962379044816828,0.9939061605047902
17983430.txt,7.900516422584635,238.94196144094587,0.03957873528928835,0.6708331621570279,0.5023622047244094,0.06477093206951026,0.5858267716535434,0.795809204039055,0.9731168238880615
17987433.txt,7.886447192919405,236.6231133674082,0.021365030346820805,0.8998099482162384,0.4143049932523617,0.2327469553450609,0.4817813765182186,0.6863774848784593,0.9909842223349317
18029935.txt,7.360791321577995,164.3686467512179,0.040793331331851854,1.131998129642676,0.4150268336314848,0.09694793536804308,0.4919499105545617,1.035694751337464,0.9931456616176051
18062906.txt,7.935588018791396,244.82176630020942,0.02689309047671621,0.8764072207515649,0.47032640949554894,0.14285714285714285,0.5534124629080118,0.9068312696242649,0.9487014982859325
18072085.txt,8.033472308659741,262.0089545513323,0.03220424428024285,3.084254451893429,0.37706855791962174,0.09563164108618655,0.45700824499411075,1.2015779056035016,0.9732296635725449
18090899.txt,7.1876237361922675,145.7774476643148,0.017977485133986913,1.591946277820852,0.25065616797900264,0.6947368421052632,0.3123359580052493,0.6282324881708907,0.9788277704291857
18106533.txt,7.7021501651362,208.24674927754995,0.022286742293668328,0.3251478161784755,0.27335047129391604,0.5287553648068669,0.3281919451585261,0.4145264596655278,0.9800186615458097
18133495.txt,7.979254828526779,252.3451989800242,0.021070094913732493,0.4025015329062834,0.281226626776365,0.32209737827715357,0.3545250560957367,0.5598006766396582,0.985200540686509
18159866.txt,7.9482132258494165,246.97363449289304,0.030036163523457844,0.6089185679920187,0.32238805970149254,0.09940209267563528,0.39477611940298507,0.5320911534701432,0.9687960670093493
18198627.txt,8.108033871223428,275.9061627091261,0.02456166652742841,0.546337801869247,0.4012806830309498,0.023529411764705882,0.4823906083244397,1.1004239432645067,0.9596757255229518
18264694.txt,8.00731902287715,257.30202888632704,0.04523475312732945,5.532421874532761,0.29569093610698366,0.36755952380952384,0.3439821693907875,1.1701043839211254,0.9635299005673986
18319061.txt,7.555415263871981,188.10772200310595,0.023231388683659634,2.1822205358612408,0.4130105900151286,0.1411229135053111,0.4720121028744327,2.0413207525649066,0.931051179928575
18334783.txt,7.391452908402655,167.89935855898884,0.022889437120116003,1.0129110812478437,0.3494539781591264,0.15336463223787167,0.4290171606864275,0.8232798026068201,0.983137234819736
18369400.txt,7.301699327812369,157.7722129133524,0.06648157003093494,1.3364111273829533,0.358695652173913,0.2071651090342679,0.4518633540372671,0.6194914200571409,0.9621941928900122
18488289.txt,7.81003061336616,224.41582661337358,0.013750179985348712,0.6556148076476592,0.45790251107828656,0.25925925925925924,0.5155096011816839,0.8916134059205088,0.927491621528238
18557164.txt,7.814049144786883,225.0417934148801,0.014643480455053072,0.9019159375366972,0.41158059467918623,0.26373626373626374,0.48982785602503914,0.822786907634119,0.9429192037902924
18586076.txt,7.810683739751681,224.5174455113545,0.0194607292172455,0.577983810304118,0.3553038105046344,0.17440660474716202,0.42018537590113286,0.7355142420363994,0.9686637495725722
18636651.txt,7.333814550404227,161.3236956184855,0.018880029308305016,0.6578104787111653,0.3223234624145786,0.1541095890410959,0.37699316628701596,1.094185581748344,0.9830139807549131
18640927.txt,7.55282636287563,187.7704673753866,0.028966922629789515,0.9450741639814032,0.30386178861788615,0.20162932790224034,0.36585365853658536,0.6155017185133014,0.9386642638634756
18714571.txt,7.060826588735802,133.51209091687193,0.02387394926771294,0.8493544588406254,0.2991869918699187,0.5562805872756933,0.35609756097560974,0.7216450425373608,0.9520312857921673
18753367.txt,7.990989909533478,254.4061805221336,0.03290371873637686,0.5923879429468367,0.3653061224489796,0.06032719836400818,0.4459183673469388,0.9879915845649208,0.957854113302209
18767449.txt,7.351227792724281,163.28266143330276,0.01620100609415542,2.560459491986866,0.5359116022099447,0.10833333333333334,0.5994475138121547,0.789664934687374,0.9731886404405761
18784594.txt,7.805433100797246,223.701807138847,0.015783131413652125,0.8448504824535273,0.45440956651718983,0.026986506746626688,0.5261584454409567,0.7253649567767809,0.954537956091519
18805506.txt,7.784301591402948,220.44907166612853,0.02880717877107908,3.7118421047288694,0.4444444444444444,0.0549618320610687,0.5296803652968036,1.3451701396840352,0.9470012552969258
18825446.txt,7.932022540852714,244.21746059535437,0.020901879221690744,1.1395521315471846,0.3826086956521739,0.04259438528557599,0.4405797101449275,1.960980568354759,0.982314536764787
18835363.txt,7.34416795647251,162.48558864697125,0.010870656988825738,2.699236457753915,0.24056603773584906,0.8002364066193853,0.30424528301886794,1.3066208022866908,0.9767629529416598
18905648.txt,6.896612349097827,119.148117641146,0.023884821410523917,1.8588674937670109,0.5020576131687243,0.04149377593360996,0.6213991769547325,0.9956906135481804,0.9955833201245292
18927233.txt,7.142535337173992,141.29193783873112,0.02305207135293831,0.7666377722714272,0.49848024316109424,0.08256880733944955,0.5592705167173252,0.7886731515246882,0.9611449412207426
18949843.txt,7.95457465872885,248.06504679837832,0.03057141977596685,0.5978755964915488,0.37310195227765725,0.09021739130434783,0.4598698481561822,0.6059907814427113,0.9836283095692662
18997135.txt,7.6122737080339915,195.66931350951484,0.035764636719732575,1.0122431981176618,0.4336734693877551,0.11774744027303755,0.5340136054421769,0.8849242223494574,0.9567373820457794
19037403.txt,8.185843283769298,291.1953048244846,0.024632215168067274,0.30363466061299427,0.37145174371451745,0.06823720552396426,0.44768856447688565,0.5065880413279796,0.9685429945954169
19072267.txt,8.427444279903296,344.2813640950559,0.04279575854637579,3.128177660895831,0.2654102866117,0.22396856581532418,0.3133097762073027,1.0790567292035143,0.969224749992707
19108760.txt,7.981530282248612,252.74351800452013,0.03256616376286227,0.7983340378802436,0.36492890995260663,0.09591642924976258,0.42369668246445497,1.1268448696357574,0.9723307114830031
19147494.txt,7.82888045975949,227.3672195390772,0.01709976299286809,0.40003369891549323,0.43495400788436267,0.030303030303030304,0.5282522996057819,0.6249034990903354,0.9595563635538767
19147947.txt,8.021639137957566,259.8687125996081,0.04556900037536538,0.5814555370873856,0.4431137724550898,0.15966386554621848,0.5281437125748503,1.4872649675953238,0.9703866790116076
