pair_id,orig_tokens,pol_tokens,delta_tokens,ai_win_fraction,n_models
14536764,675,517,-158,0.8571428571428571,7
14554542,1537,570,-967,0.2857142857142857,7
14589288,326,375,49,1.0,7
14667957,960,539,-421,0.7142857142857143,7
14708590,692,563,-129,0.5714285714285714,7
14726000,652,531,-121,0.7142857142857143,7
14743911,745,643,-102,0.7142857142857143,7
14771530,313,366,53,0.7142857142857143,7
14825300,906,705,-201,1.0,7
14874322,696,521,-175,0.5714285714285714,7
14886205,691,469,-222,0.7142857142857143,7
14910300,641,517,-124,0.42857142857142855,7
14937492,897,728,-169,0.8571428571428571,7
14945250,1048,693,-355,1.0,7
14990354,586,583,-3,1.0,7
15119529,939,589,-350,1.0,7
15139979,1669,528,-1141,0.8571428571428571,7
15180322,1054,366,-688,0.8571428571428571,7
15224503,741,506,-235,0.8571428571428571,7
15297298,719,563,-156,0.8571428571428571,7
15306049,225,335,110,1.0,7
15313140,693,563,-130,0.8571428571428571,7
15353911,217,260,43,1.0,7
15354126,670,469,-201,0.5714285714285714,7
15363277,891,607,-284,0.8571428571428571,7
15425154,905,680,-225,1.0,7
15433732,685,605,-80,0.8571428571428571,7
15564893,696,532,-164,1.0,7
15603319,625,563,-62,1.0,7
15618327,666,490,-176,1.0,7
15620421,1067,617,-450,0.8571428571428571,7
15636923,870,605,-265,0.8571428571428571,7
15651486,883,549,-334,1.0,7
15680735,1026,825,-201,0.8571428571428571,7
15684810,1240,498,-742,0.8571428571428571,7
15699744,772,625,-147,0.42857142857142855,7
15717923,751,525,-226,0.8571428571428571,7
15721849,1003,472,-531,1.0,7
15727656,621,557,-64,0.8571428571428571,7
15746146,669,476,-193,0.7142857142857143,7
15765660,892,680,-212,1.0,7
15790602,866,784,-82,1.0,7
15791766,598,524,-74,1.0,7
15792052,693,615,-78,1.0,7
15802627,1074,648,-426,0.5714285714285714,7
15811992,1096,564,-532,0.5714285714285714,7
15821633,839,684,-155,0.7142857142857143,7
15891494,734,534,-200,1.0,7
15899269,349,394,45,0.7142857142857143,7
15906625,717,469,-248,0.7142857142857143,7
15917885,402,372,-30,0.7142857142857143,7
15918496,654,598,-56,1.0,7
15936656,269,315,46,0.8571428571428571,7
15941675,639,487,-152,0.8571428571428571,7
15958967,916,804,-112,1.0,7
15973307,342,326,-16,0.7142857142857143,7
16203589,916,579,-337,0.42857142857142855,7
16223371,342,435,93,0.8571428571428571,7
16248476,240,281,41,0.5714285714285714,7
16270906,1483,670,-813,0.7142857142857143,7
16276121,486,417,-69,0.8571428571428571,7
16300459,611,620,9,0.5714285714285714,7
16332348,1598,664,-934,0.7142857142857143,7
16378091,342,385,43,0.7142857142857143,7
16407619,649,586,-63,0.8571428571428571,7
16449850,662,604,-58,0.8571428571428571,7
16605352,803,553,-250,0.2857142857142857,7
16702198,921,641,-280,0.7142857142857143,7
16833515,1339,524,-815,0.8571428571428571,7
16861758,730,464,-266,0.8571428571428571,7
16877897,1013,411,-602,0.5714285714285714,7
16887936,937,833,-104,0.8571428571428571,7
16893572,835,674,-161,0.5714285714285714,7
16985289,669,639,-30,0.7142857142857143,7
17021141,816,754,-62,0.7142857142857143,7
17043822,870,738,-132,1.0,7
17095812,930,483,-447,0.7142857142857143,7
17103000,700,595,-105,0.7142857142857143,7
17108676,714,397,-317,1.0,7
17111768,1374,728,-646,0.7142857142857143,7
17115815,442,432,-10,0.7142857142857143,7
17131084,680,618,-62,1.0,7
17132168,841,492,-349,0.7142857142857143,7
17150707,630,503,-127,1.0,7
17152392,826,607,-219,0.7142857142857143,7
17163375,311,330,19,1.0,7
17254634,783,512,-271,0.7142857142857143,7
17274759,612,515,-97,0.5714285714285714,7
17276884,818,676,-142,1.0,7
17286050,307,327,20,1.0,7
17306905,1719,697,-1022,0.5714285714285714,7
17307206,826,601,-225,0.8571428571428571,7
17311685,250,286,36,0.8571428571428571,7
17312146,591,377,-214,0.8571428571428571,7
17325147,624,526,-98,0.5714285714285714,7
17342969,3017,678,-2339,0.8571428571428571,7
17378327,406,283,-123,1.0,7
17392859,850,763,-87,1.0,7
17396388,699,615,-84,0.7142857142857143,7
17407184,645,542,-103,0.8571428571428571,7
17410700,488,484,-4,0.8571428571428571,7
17412079,824,546,-278,0.8571428571428571,7
17421910,464,474,10,0.8571428571428571,7
17422560,705,583,-122,0.5714285714285714,7
17431847,612,578,-34,0.8571428571428571,7
17432318,514,520,6,0.8571428571428571,7
17481570,313,341,28,0.7142857142857143,7
17483843,828,473,-355,1.0,7
17488801,621,581,-40,0.8571428571428571,7
17499196,924,567,-357,0.7142857142857143,7
17509935,361,335,-26,0.5714285714285714,7
17510973,551,518,-33,1.0,7
17539842,942,559,-383,0.42857142857142855,7
17545780,710,555,-155,0.5714285714285714,7
17555081,684,588,-96,0.8571428571428571,7
17556527,1100,544,-556,0.8571428571428571,7
17562754,842,570,-272,0.8571428571428571,7
17570634,764,613,-151,0.7142857142857143,7
17571262,632,542,-90,0.8571428571428571,7
17576030,361,412,51,0.8571428571428571,7
17584743,693,523,-170,0.7142857142857143,7
17597372,348,403,55,0.7142857142857143,7
17602815,632,508,-124,0.5714285714285714,7
17624934,610,603,-7,0.8571428571428571,7
17640785,852,720,-132,0.5714285714285714,7
17641670,1837,588,-1249,1.0,7
17655479,745,492,-253,0.8571428571428571,7
17658471,655,503,-152,0.7142857142857143,7
17659053,899,591,-308,0.7142857142857143,7
17660419,216,255,39,0.5714285714285714,7
17681064,633,493,-140,0.5714285714285714,7
17686472,409,433,24,0.7142857142857143,7
17688766,559,449,-110,1.0,7
17694454,1297,449,-848,0.7142857142857143,7
17694572,245,334,89,0.8571428571428571,7
17704246,2447,445,-2002,0.42857142857142855,7
17714174,1698,652,-1046,0.8571428571428571,7
17730889,670,609,-61,0.5714285714285714,7
17775916,853,568,-285,1.0,7
17781039,858,506,-352,0.7142857142857143,7
17812897,1192,544,-648,0.8571428571428571,7
17818707,786,499,-287,0.42857142857142855,7
17823436,994,452,-542,0.8571428571428571,7
17847636,630,491,-139,0.8571428571428571,7
17855844,865,622,-243,1.0,7
17857644,781,509,-272,0.8571428571428571,7
17864043,1011,646,-365,0.5714285714285714,7
17876954,906,685,-221,0.8571428571428571,7
17880988,934,505,-429,1.0,7
17911230,720,569,-151,0.8571428571428571,7
17915015,680,482,-198,0.7142857142857143,7
17926546,813,574,-239,1.0,7
17960690,573,557,-16,0.7142857142857143,7
17963031,984,624,-360,1.0,7
17983430,635,481,-154,0.7142857142857143,7
17983957,639,484,-155,1.0,7
17987433,741,559,-182,0.5714285714285714,7
18001081,877,616,-261,0.8571428571428571,7
18024825,661,585,-76,0.8571428571428571,7
18029935,559,546,-13,0.5714285714285714,7
18036030,704,467,-237,1.0,7
18062906,674,504,-170,0.7142857142857143,7
18067556,2637,681,-1956,1.0,7
18072085,849,481,-368,0.7142857142857143,7
18079050,658,541,-117,0.8571428571428571,7
18084150,721,600,-121,0.8571428571428571,7
18090899,762,479,-283,0.7142857142857143,7
18106533,1167,478,-689,0.7142857142857143,7
18129173,654,544,-110,0.8571428571428571,7
18132924,776,612,-164,1.0,7
18133495,1337,529,-808,0.7142857142857143,7
18155310,804,643,-161,0.8571428571428571,7
18159866,1340,769,-571,0.7142857142857143,7
18171955,671,568,-103,1.0,7
18172739,394,403,9,0.8571428571428571,7
18176523,602,557,-45,0.8571428571428571,7
18187364,1158,618,-540,1.0,7
18198627,937,451,-486,0.7142857142857143,7
18208580,761,488,-273,0.8571428571428571,7
18227306,703,603,-100,0.8571428571428571,7
18236085,716,629,-87,0.8571428571428571,7
18242317,641,582,-59,0.8571428571428571,7
18264694,1346,635,-711,0.5714285714285714,7
18268860,537,508,-29,0.8571428571428571,7
18278509,293,331,38,1.0,7
18293620,850,653,-197,0.8571428571428571,7
18297650,1321,527,-794,0.8571428571428571,7
18301617,663,465,-198,0.8571428571428571,7
18311419,554,506,-48,1.0,7
18316239,757,628,-129,1.0,7
18319061,661,585,-76,0.7142857142857143,7
18328743,240,283,43,1.0,7
18334783,641,506,-135,0.7142857142857143,7
18354623,841,610,-231,0.8571428571428571,7
18365443,821,647,-174,0.8571428571428571,7
18365791,196,254,58,0.8571428571428571,7
18368613,303,348,45,1.0,7
18369400,644,497,-147,0.5714285714285714,7
18422164,829,564,-265,0.8571428571428571,7
18436190,663,491,-172,1.0,7
18442517,1067,711,-356,1.0,7
18448085,440,436,-4,0.8571428571428571,7
18457785,989,591,-398,1.0,7
18460045,232,292,60,0.8571428571428571,7
18472240,205,328,123,1.0,7
18480859,756,591,-165,0.8571428571428571,7
18484846,770,551,-219,1.0,7
18488289,677,555,-122,0.5714285714285714,7
18501746,379,392,13,1.0,7
18509268,638,505,-133,0.8571428571428571,7
18525641,755,705,-50,1.0,7
18557164,639,465,-174,0.7142857142857143,7
18569929,519,533,14,1.0,7
18586076,971,757,-214,0.5714285714285714,7
18589927,399,398,-1,1.0,7
18635654,438,342,-96,0.8571428571428571,7
18636651,878,731,-147,0.7142857142857143,7
18640927,984,627,-357,0.7142857142857143,7
18645964,601,551,-50,1.0,7
18669563,584,472,-112,1.0,7
18714571,615,503,-112,0.5714285714285714,7
18725071,707,503,-204,0.8571428571428571,7
18731098,875,652,-223,0.8571428571428571,7
18752129,1320,490,-830,1.0,7
18753367,980,518,-462,0.7142857142857143,7
18757174,296,325,29,0.8571428571428571,7
18767449,362,390,28,0.42857142857142855,7
18784594,669,544,-125,0.7142857142857143,7
18795567,642,463,-179,1.0,7
18805506,657,596,-61,0.7142857142857143,7
18824120,595,525,-70,1.0,7
18825446,1035,442,-593,0.42857142857142855,7
18827609,1065,597,-468,1.0,7
18835363,848,492,-356,0.5714285714285714,7
18856440,1076,530,-546,0.8571428571428571,7
18882984,768,641,-127,0.8571428571428571,7
18885231,224,310,86,1.0,7
18885767,768,645,-123,1.0,7
18900722,735,639,-96,0.8571428571428571,7
18905648,243,320,77,0.42857142857142855,7
18927233,329,361,32,0.7142857142857143,7
18932512,735,472,-263,0.8571428571428571,7
18937778,637,627,-10,1.0,7
18949843,922,621,-301,0.7142857142857143,7
18975686,751,513,-238,1.0,7
18979238,932,478,-454,0.8571428571428571,7
18997135,588,507,-81,0.5714285714285714,7
19007667,180,291,111,1.0,7
19037403,1233,590,-643,0.7142857142857143,7
19053815,920,697,-223,0.8571428571428571,7
19063156,2197,467,-1730,1.0,7
19070271,758,618,-140,0.8571428571428571,7
19072267,2547,615,-1932,0.7142857142857143,7
19090468,802,545,-257,0.8571428571428571,7
19108760,1055,570,-485,0.7142857142857143,7
19124258,623,539,-84,0.8571428571428571,7
19147494,761,511,-250,0.5714285714285714,7
19147603,613,533,-80,0.8571428571428571,7
19147947,835,455,-380,0.2857142857142857,7
19149865,1118,701,-417,1.0,7
19156751,838,573,-265,1.0,7
19161572,195,285,90,1.0,7
19164410,716,622,-94,0.8571428571428571,7
19176318,1548,650,-898,0.8571428571428571,7
19179079,1760,595,-1165,0.7142857142857143,7
19195747,1069,645,-424,0.8571428571428571,7
19201175,711,429,-282,0.8571428571428571,7
19234823,919,682,-237,0.8571428571428571,7
19243556,730,616,-114,0.8571428571428571,7
19268120,1000,594,-406,1.0,7
19284293,1161,685,-476,0.2857142857142857,7
19285236,768,598,-170,0.8571428571428571,7
19302310,669,538,-131,1.0,7
19336728,227,274,47,1.0,7
19362586,735,597,-138,0.8571428571428571,7
19364677,767,606,-161,0.8571428571428571,7
19374660,600,570,-30,0.8571428571428571,7
19396040,671,620,-51,1.0,7
19397727,616,573,-43,0.42857142857142855,7
19402977,336,399,63,1.0,7
19405513,628,552,-76,1.0,7
19437318,400,411,11,0.8571428571428571,7
19444529,772,691,-81,1.0,7
19446337,725,640,-85,1.0,7
19464810,861,559,-302,0.8571428571428571,7
19471144,913,482,-431,1.0,7
19473948,846,372,-474,0.8571428571428571,7
19497420,1225,724,-501,0.42857142857142855,7
19503224,1032,786,-246,1.0,7
19506295,789,764,-25,0.8571428571428571,7
19508520,808,567,-241,1.0,7
19518606,686,562,-124,0.14285714285714285,7
19532392,602,528,-74,0.8571428571428571,7
19540089,1091,554,-537,0.7142857142857143,7
19545827,872,486,-386,1.0,7
19553067,616,552,-64,0.5714285714285714,7
19556300,775,520,-255,0.8571428571428571,7
19557384,621,580,-41,0.8571428571428571,7
19558834,609,575,-34,0.8571428571428571,7
19582792,862,690,-172,0.7142857142857143,7
19599699,304,401,97,1.0,7
19612167,401,336,-65,0.7142857142857143,7
19616406,703,495,-208,0.8571428571428571,7
19671909,1076,643,-433,0.42857142857142855,7
19714635,1429,633,-796,0.7142857142857143,7
19717385,864,648,-216,0.8571428571428571,7
19724031,1204,569,-635,0.7142857142857143,7
19738730,257,289,32,0.7142857142857143,7
19774173,240,293,53,0.8571428571428571,7
19786924,826,435,-391,1.0,7
19796840,2017,737,-1280,0.5714285714285714,7
19818707,624,550,-74,1.0,7
19831366,234,334,100,0.8571428571428571,7
19850482,970,684,-286,1.0,7
19851252,176,232,56,1.0,7
19861776,1309,739,-570,0.8571428571428571,7
19867922,649,511,-138,0.7142857142857143,7
19911786,733,549,-184,0.5714285714285714,7
19918523,323,363,40,0.7142857142857143,7
19920687,697,586,-111,0.5714285714285714,7
19926135,641,505,-136,0.8571428571428571,7
19928941,229,256,27,0.7142857142857143,7
19929506,618,545,-73,1.0,7
19936735,267,361,94,0.8571428571428571,7
19938081,1187,452,-735,1.0,7
19951766,741,480,-261,0.42857142857142855,7
19975121,314,333,19,0.7142857142857143,7
20001721,457,450,-7,0.5714285714285714,7
20006992,696,552,-144,0.8571428571428571,7
20024870,359,414,55,0.7142857142857143,7
20026169,882,528,-354,0.8571428571428571,7
20033302,696,612,-84,0.42857142857142855,7
20082776,621,591,-30,0.7142857142857143,7
20110597,942,565,-377,1.0,7
20138606,950,626,-324,0.42857142857142855,7
20141807,773,508,-265,0.5714285714285714,7
20148147,747,430,-317,1.0,7
20149476,632,658,26,0.8571428571428571,7
20172393,607,573,-34,0.8571428571428571,7
20176584,1367,828,-539,0.7142857142857143,7
20210676,451,443,-8,0.8571428571428571,7
20211577,733,578,-155,0.8571428571428571,7
20230207,636,591,-45,0.8571428571428571,7
20237244,353,382,29,0.8571428571428571,7
20253563,653,526,-127,1.0,7
20255404,711,608,-103,0.8571428571428571,7
20272792,286,361,75,1.0,7
20275356,679,677,-2,0.8571428571428571,7
20279756,642,522,-120,1.0,7
20314980,1753,557,-1196,0.7142857142857143,7
20317319,762,675,-87,0.8571428571428571,7
20321582,808,729,-79,0.8571428571428571,7
20324037,730,512,-218,1.0,7
20330739,820,673,-147,0.8571428571428571,7
20345168,439,458,19,0.8571428571428571,7
20356750,340,402,62,0.7142857142857143,7
20357858,663,460,-203,0.5714285714285714,7
20390397,469,475,6,1.0,7
20393721,702,517,-185,0.7142857142857143,7
20399718,701,559,-142,0.5714285714285714,7
20400279,1000,554,-446,0.42857142857142855,7
20408458,1276,547,-729,0.7142857142857143,7
20417897,659,497,-162,0.8571428571428571,7
20423658,891,510,-381,0.7142857142857143,7
20427934,683,502,-181,0.8571428571428571,7
20457611,921,599,-322,0.5714285714285714,7
20470943,744,499,-245,1.0,7
20478831,649,525,-124,1.0,7
20488267,428,432,4,0.8571428571428571,7
20490741,1744,507,-1237,1.0,7
20504094,880,643,-237,0.5714285714285714,7
20544228,632,571,-61,1.0,7
20552814,1005,499,-506,0.2857142857142857,7
20553895,293,329,36,1.0,7
20565486,707,629,-78,1.0,7
20565849,435,421,-14,0.8571428571428571,7
20566550,944,576,-368,0.5714285714285714,7
20574232,714,567,-147,0.42857142857142855,7
20604208,941,465,-476,0.42857142857142855,7
20624984,635,420,-215,0.5714285714285714,7
20626794,225,246,21,0.8571428571428571,7
20628003,263,305,42,1.0,7
20633855,492,507,15,0.5714285714285714,7
20674668,748,678,-70,0.8571428571428571,7
20681037,221,239,18,0.8571428571428571,7
20691949,409,438,29,0.7142857142857143,7
20698469,411,468,57,0.8571428571428571,7
20705888,671,586,-85,0.8571428571428571,7
20736486,906,657,-249,0.42857142857142855,7
20748468,1384,673,-711,0.7142857142857143,7
20748926,768,568,-200,0.5714285714285714,7
20748929,998,559,-439,0.7142857142857143,7
20765795,633,601,-32,0.7142857142857143,7
20806155,3129,571,-2558,0.42857142857142855,7
20817322,678,624,-54,0.8571428571428571,7
20819838,970,631,-339,0.8571428571428571,7
20824105,938,498,-440,0.7142857142857143,7
20835760,747,651,-96,0.7142857142857143,7
20836112,442,458,16,0.8571428571428571,7
20850529,819,575,-244,0.8571428571428571,7
20879311,1015,680,-335,0.5714285714285714,7
20880935,693,491,-202,0.5714285714285714,7
20882041,780,576,-204,0.5714285714285714,7
20905088,1020,608,-412,0.7142857142857143,7
20918464,811,467,-344,0.7142857142857143,7
20925036,1006,393,-613,0.42857142857142855,7
20932019,401,454,53,0.8571428571428571,7
20966771,590,477,-113,0.7142857142857143,7
20969119,1170,848,-322,0.5714285714285714,7
20969845,467,475,8,0.7142857142857143,7
20977412,921,509,-412,0.7142857142857143,7
20981299,698,614,-84,0.7142857142857143,7
20986595,694,488,-206,0.7142857142857143,7
20992320,443,477,34,0.8571428571428571,7
20993320,716,634,-82,0.5714285714285714,7
21007083,232,251,19,0.8571428571428571,7
21031285,745,576,-169,0.42857142857142855,7
21038022,1058,545,-513,0.8571428571428571,7
21060367,739,585,-154,0.7142857142857143,7
21101152,1175,565,-610,0.5714285714285714,7
21122155,913,748,-165,0.5714285714285714,7
21125113,828,505,-323,0.7142857142857143,7
21134923,681,538,-143,0.5714285714285714,7
21156767,719,578,-141,0.8571428571428571,7
21178545,742,658,-84,1.0,7
21190805,658,551,-107,0.8571428571428571,7
21238396,1035,555,-480,0.8571428571428571,7
21265194,1186,685,-501,0.8571428571428571,7
21283365,864,497,-367,0.8571428571428571,7
21283733,841,522,-319,0.8571428571428571,7
21287405,777,644,-133,0.5714285714285714,7
21297521,2063,716,-1347,0.8571428571428571,7
21297828,242,294,52,1.0,7
21298336,140,236,96,1.0,7
21321598,482,491,9,1.0,7
21334981,749,500,-249,0.7142857142857143,7
21338490,632,479,-153,0.7142857142857143,7
21363048,1003,753,-250,0.7142857142857143,7
21366189,808,522,-286,0.8571428571428571,7
21386255,742,614,-128,1.0,7
21478007,688,570,-118,1.0,7
21511817,776,546,-230,0.7142857142857143,7
21512769,613,534,-79,0.7142857142857143,7
21531811,298,318,20,0.8571428571428571,7
21549195,777,757,-20,1.0,7
21550454,657,619,-38,0.8571428571428571,7
21567392,1037,485,-552,0.5714285714285714,7
21568833,703,511,-192,0.7142857142857143,7
21570485,787,654,-133,0.8571428571428571,7
21586858,870,669,-201,0.8571428571428571,7
21595057,670,617,-53,0.8571428571428571,7
21611212,455,436,-19,0.5714285714285714,7
21611637,974,634,-340,1.0,7
21614256,764,614,-150,0.8571428571428571,7
21622444,888,386,-502,0.8571428571428571,7
21629057,1057,585,-472,0.7142857142857143,7
21645690,675,619,-56,0.8571428571428571,7
21663616,800,588,-212,0.7142857142857143,7
21669215,477,508,31,0.5714285714285714,7
21705160,111,191,80,0.7142857142857143,7
21756639,652,579,-73,0.8571428571428571,7
21763056,734,606,-128,0.8571428571428571,7
21773106,849,636,-213,0.7142857142857143,7
21780877,781,642,-139,1.0,7
21782152,673,485,-188,0.8571428571428571,7
21794875,770,565,-205,0.8571428571428571,7
21796843,1264,663,-601,0.5714285714285714,7
21807211,764,496,-268,0.7142857142857143,7
21807224,336,434,98,0.7142857142857143,7
21809601,491,518,27,0.8571428571428571,7
21830565,1075,615,-460,0.5714285714285714,7
21847415,781,673,-108,1.0,7
21853199,719,621,-98,0.8571428571428571,7
21856577,1108,424,-684,0.5714285714285714,7
21866029,922,587,-335,0.7142857142857143,7
21867728,770,732,-38,0.7142857142857143,7
21868149,895,491,-404,0.7142857142857143,7
21869994,762,519,-243,0.7142857142857143,7
21904897,414,376,-38,1.0,7
21912637,716,524,-192,0.7142857142857143,7
21916744,709,542,-167,1.0,7
22008817,1022,912,-110,0.8571428571428571,7
22019500,1139,588,-551,1.0,7
22025574,909,553,-356,0.8571428571428571,7
22042181,837,522,-315,1.0,7
22047665,283,310,27,0.7142857142857143,7
22056333,269,330,61,1.0,7
22093368,759,615,-144,0.8571428571428571,7
22168194,631,389,-242,0.7142857142857143,7
22182279,799,379,-420,0.8571428571428571,7
22232367,847,520,-327,0.42857142857142855,7
22249155,605,380,-225,0.7142857142857143,7
22259475,594,518,-76,0.7142857142857143,7
22259768,1309,855,-454,1.0,7
22319662,274,328,54,1.0,7
22323967,684,637,-47,0.7142857142857143,7
22349169,650,464,-186,0.8571428571428571,7
22351830,905,597,-308,1.0,7
22380187,272,311,39,0.8571428571428571,7
22391901,632,571,-61,0.5714285714285714,7
22408666,718,503,-215,0.8571428571428571,7
22423839,464,473,9,0.8571428571428571,7
22442947,569,458,-111,0.5714285714285714,7
22450718,986,471,-515,0.8571428571428571,7
22452756,748,414,-334,1.0,7
22455205,645,560,-85,0.8571428571428571,7
22465498,983,532,-451,0.7142857142857143,7
22485475,647,511,-136,0.7142857142857143,7
22488036,692,624,-68,1.0,7
22492537,735,556,-179,0.8571428571428571,7
22496394,729,524,-205,0.8571428571428571,7
22506245,529,473,-56,1.0,7
22510753,603,541,-62,0.5714285714285714,7
22546476,655,500,-155,0.7142857142857143,7
22551979,734,539,-195,0.7142857142857143,7
22556198,1068,626,-442,0.7142857142857143,7
22560013,736,600,-136,0.8571428571428571,7
22561438,257,315,58,1.0,7
22567495,850,606,-244,0.7142857142857143,7
22571461,601,487,-114,0.8571428571428571,7
22593054,449,470,21,0.8571428571428571,7
22605864,1026,605,-421,1.0,7
22615491,199,312,113,0.8571428571428571,7
22622351,659,559,-100,1.0,7
22632070,410,412,2,0.8571428571428571,7
22650051,803,597,-206,0.7142857142857143,7
22675694,889,410,-479,0.7142857142857143,7
22706174,684,570,-114,0.8571428571428571,7
22718826,678,628,-50,1.0,7
22720697,700,551,-149,0.7142857142857143,7
22732234,792,568,-224,0.7142857142857143,7
22754014,708,614,-94,0.8571428571428571,7
22765255,1184,488,-696,0.5714285714285714,7
22776912,1180,691,-489,0.8571428571428571,7
22800977,804,556,-248,0.7142857142857143,7
