pair_id,model,winner,source_file,model_variant_known
11722421,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
11807040,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
11813872,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
11887930,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
11919526,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
11958994,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
11995013,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12021752,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12022566,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12059198,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12059610,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12065211,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12071138,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12082377,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12085736,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12144825,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12155206,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12191094,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12212468,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12254068,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12351749,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12545844,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12547982,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12587973,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12613221,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12632728,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12674256,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12674307,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12693146,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12695537,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12696104,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12717345,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12780508,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12786012,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12791244,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12802330,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12839152,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12920612,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12938200,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
12955994,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13014900,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13037145,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13087952,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13115648,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13129275,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13264796,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13294301,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13296856,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13313917,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13342150,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13348915,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13385306,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13386301,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13393401,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13405229,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13518263,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13520837,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13565152,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13569152,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13727873,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13764840,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13807808,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13809698,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13812481,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13836471,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13888506,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13907230,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13909762,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13915715,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13982572,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
13998435,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14062078,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14070138,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14128006,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14241621,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14248724,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14256329,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14267489,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14278888,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14364597,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14381464,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14391434,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14408510,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14445309,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14449423,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14517953,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14528265,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14536764,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14554542,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14589288,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14667957,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14708590,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14726000,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14743911,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14771530,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14825300,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14874322,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14886205,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14910300,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14937492,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14945250,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
14990354,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15119529,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15139979,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15180322,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15224503,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15297298,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15306049,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15313140,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15353911,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15354126,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15363277,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15425154,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15433732,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15564893,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15603319,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15618327,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15620421,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15636923,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15651486,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15680735,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15684810,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15699744,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15717923,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15721849,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15727656,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15746146,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15765660,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15790602,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15791766,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15792052,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15802627,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15811992,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15821633,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15891494,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15899269,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15906625,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15917885,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15918496,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15936656,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15941675,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15958967,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
15973307,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16203589,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16223371,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16248476,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16270906,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16276121,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16300459,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16332348,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16378091,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16407619,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16449850,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16605352,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16702198,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16833515,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16861758,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16877897,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16887936,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16893572,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
16985289,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17021141,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17043822,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17095812,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17103000,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17108676,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17111768,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17115815,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17131084,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17132168,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17150707,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17152392,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17163375,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17254634,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17274759,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17276884,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17286050,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17306905,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17307206,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17311685,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17312146,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17325147,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17342969,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17378327,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17392859,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17396388,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17407184,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17410700,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17412079,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17421910,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17422560,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17431847,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17432318,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17481570,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17483843,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17488801,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17499196,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17509935,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17510973,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17539842,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17545780,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17555081,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17556527,qwen2.5:3b,AI,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17562754,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
17570634,qwen2.5:3b,HUMAN,/Users/sylviadong/Documents/Resume_Bias/results_qwen2.53b.txt,True
