pair_id,category,orig_term_count,pol_term_count,retained_count,dropped_count,added_count,dropped_terms,added_terms,retention_rate,undefined_retention,numbers_added,numbers_removed,numbers_changed,placeholder_damaged,preserved_0.90,preserved_0.95,preserved_1.00
13565152,HEALTHCARE,1,1,1,0,0,,,1.0,False,0,0,0,True,False,False,False
13569152,CONSULTANT,1,1,1,0,0,,,1.0,False,0,1,0,False,True,True,True
13727873,PUBLIC-RELATIONS,1,0,0,1,0,budgeting,,0.0,False,0,3,1,False,False,False,False
13764840,APPAREL,2,2,2,0,0,,,1.0,False,0,0,0,False,True,True,True
13807808,APPAREL,2,2,1,1,1,Excel,teamwork,0.5,False,0,1,1,False,False,False,False
13809698,ADVOCATE,0,0,0,0,0,,,,True,1,0,0,True,False,False,False
13812481,SALES,0,0,0,0,0,,,,True,0,4,0,False,False,False,False
13836471,INFORMATION-TECH,4,4,4,0,0,,,1.0,False,0,3,0,False,True,True,True
13888506,BUSINESS-DEV,1,1,1,0,0,,,1.0,False,1,0,0,False,False,False,False
13907230,CONSTRUCTION,3,3,3,0,0,,,1.0,False,0,1,0,False,True,True,True
13909762,ADVOCATE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
13915715,PUBLIC-RELATIONS,0,0,0,0,0,,,,True,0,15,1,False,False,False,False
13982572,BANKING,1,1,1,0,0,,,1.0,False,0,1,0,False,True,True,True
13998435,DESIGNER,0,0,0,0,0,,,,True,0,24,0,False,False,False,False
14062078,HEALTHCARE,2,3,1,1,2,triage,care coordination;infection control,0.5,False,0,4,0,False,False,False,False
14070138,BUSINESS-DEV,3,2,2,1,0,business analysis,,0.6666666666666666,False,0,11,0,False,False,False,False
14128006,PUBLIC-RELATIONS,2,1,1,1,0,market research,,0.5,False,0,3,0,False,False,False,False
14241621,BUSINESS-DEV,2,2,2,0,0,,,1.0,False,0,4,1,False,False,False,False
14248724,ARTS,0,0,0,0,0,,,,True,1,0,0,False,False,False,False
14256329,HR,1,2,1,0,1,,onboarding,1.0,False,0,0,0,False,False,False,False
14267489,SALES,1,1,1,0,0,,,1.0,False,0,6,0,False,True,True,True
14278888,PUBLIC-RELATIONS,2,2,2,0,0,,,1.0,False,0,1,0,False,True,True,True
14364597,PUBLIC-RELATIONS,1,2,1,0,1,,vendor management,1.0,False,0,0,1,False,False,False,False
14381464,SALES,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
14391434,BANKING,0,0,0,0,0,,,,True,2,4,0,False,False,False,False
14408510,FINANCE,1,3,1,0,2,,financial analysis;variance analysis,1.0,False,2,0,0,False,False,False,False
14445309,ADVOCATE,0,1,0,0,1,,policy advocacy,,True,0,0,0,False,False,False,False
14449423,ACCOUNTANT,5,7,5,0,2,,accounts payable;financial reporting,1.0,False,0,4,0,False,False,False,False
14517953,CONSULTANT,0,0,0,0,0,,,,True,0,6,0,True,False,False,False
14528265,DESIGNER,1,1,1,0,0,,,1.0,False,0,2,0,False,True,True,True
14536764,PUBLIC-RELATIONS,1,0,0,1,0,business development,,0.0,False,0,6,0,False,False,False,False
14554542,ENGINEERING,1,0,0,1,0,control systems,,0.0,False,0,24,0,False,False,False,False
14589288,AVIATION,1,1,1,0,0,,,1.0,False,0,2,1,False,False,False,False
14667957,HEALTHCARE,2,1,1,1,0,care planning,,0.5,False,0,3,2,False,False,False,False
14708590,ADVOCATE,0,0,0,0,0,,,,True,0,3,0,False,False,False,False
14726000,BUSINESS-DEV,3,3,3,0,0,,,1.0,False,0,0,0,False,True,True,True
14743911,DESIGNER,0,0,0,0,0,,,,True,1,4,2,False,False,False,False
14771530,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
14825300,BUSINESS-DEV,1,3,1,0,2,,business analysis;market research,1.0,False,1,12,0,False,False,False,False
14874322,AVIATION,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
14886205,HR,3,5,3,0,2,,compliance;recruitment,1.0,False,0,4,0,False,False,False,False
14910300,PUBLIC-RELATIONS,2,1,1,1,0,business planning,,0.5,False,2,7,0,False,False,False,False
14937492,APPAREL,2,2,2,0,0,,,1.0,False,1,0,0,False,False,False,False
14945250,DIGITAL-MEDIA,1,1,1,0,0,,,1.0,False,0,7,1,False,False,False,False
14990354,BUSINESS-DEV,1,1,1,0,0,,,1.0,False,4,11,1,False,False,False,False
15119529,CONSULTANT,0,0,0,0,0,,,,True,0,30,0,False,False,False,False
15139979,ENGINEERING,1,1,1,0,0,,,1.0,False,0,44,0,False,True,True,True
15180322,CHEF,0,0,0,0,0,,,,True,0,4,0,False,False,False,False
15224503,FINANCE,1,2,1,0,1,,financial analysis,1.0,False,1,6,0,False,False,False,False
15297298,INFORMATION-TECH,0,0,0,0,0,,,,True,0,8,0,False,False,False,False
15306049,ARTS,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
15313140,ADVOCATE,0,1,0,0,1,,community outreach,,True,0,2,0,False,False,False,False
15353911,DIGITAL-MEDIA,3,5,3,0,2,,Adobe After Effects;Adobe Premiere Pro,1.0,False,0,0,0,False,False,False,False
15354126,CHEF,3,4,3,0,1,,food safety,1.0,False,0,1,0,False,False,False,False
15363277,ACCOUNTANT,5,4,4,1,0,journal entries,,0.8,False,0,6,0,False,False,False,False
15425154,DESIGNER,0,0,0,0,0,,,,True,0,1,1,True,False,False,False
15433732,CONSULTANT,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
15564893,CONSTRUCTION,1,1,1,0,0,,,1.0,False,0,3,0,False,True,True,True
15603319,AGRICULTURE,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
15618327,AVIATION,1,1,1,0,0,,,1.0,False,0,3,0,False,True,True,True
15620421,SALES,0,2,0,0,2,,lead generation;upselling,,True,0,0,2,False,False,False,False
15636923,HEALTHCARE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
15651486,INFORMATION-TECH,6,5,5,1,0,IT support,,0.8333333333333334,False,1,9,0,False,False,False,False
15680735,HEALTHCARE,0,0,0,0,0,,,,True,5,16,3,False,False,False,False
15684810,AVIATION,0,0,0,0,0,,,,True,0,83,3,False,False,False,False
15699744,CONSULTANT,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
15717923,FINANCE,0,1,0,0,1,,corporate finance,,True,1,9,2,False,False,False,False
15721849,CONSTRUCTION,2,2,2,0,0,,,1.0,False,8,10,0,False,False,False,False
15727656,ADVOCATE,1,1,1,0,0,,,1.0,False,0,0,1,False,False,False,False
15746146,APPAREL,2,3,2,0,1,,Excel,1.0,False,0,1,0,False,False,False,False
15765660,SALES,4,4,4,0,0,,,1.0,False,1,5,0,False,False,False,False
15790602,AUTOMOBILE,0,0,0,0,0,,,,True,0,3,0,False,False,False,False
15791766,INFORMATION-TECH,1,2,1,0,1,,help desk,1.0,False,0,4,0,False,False,False,False
15792052,FINANCE,0,1,0,0,1,,financial analysis,,True,0,0,0,False,False,False,False
15802627,INFORMATION-TECH,2,1,1,1,0,network administration,,0.5,False,0,1,0,False,False,False,False
15811992,BUSINESS-DEV,1,1,1,0,0,,,1.0,False,0,24,1,False,False,False,False
15821633,ACCOUNTANT,9,7,7,2,0,accounts payable;accounts receivable,,0.7777777777777778,False,0,1,0,False,False,False,False
15891494,FINANCE,1,1,1,0,0,,,1.0,False,0,2,0,False,True,True,True
15899269,TEACHER,0,1,0,0,1,,lesson planning,,True,0,2,0,True,False,False,False
15906625,ACCOUNTANT,9,9,9,0,0,,,1.0,False,0,8,1,False,False,False,False
15917885,PUBLIC-RELATIONS,1,1,1,0,0,,,1.0,False,0,1,0,False,True,True,True
15918496,SALES,1,3,1,0,2,,closing techniques;relationship building,1.0,False,1,1,0,False,False,False,False
15936656,DESIGNER,0,0,0,0,0,,,,True,2,0,0,False,False,False,False
15941675,ENGINEERING,3,3,3,0,0,,,1.0,False,0,0,0,False,True,True,True
15958967,ADVOCATE,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
15973307,SALES,0,0,0,0,0,,,,True,3,3,0,False,False,False,False
16203589,CONSTRUCTION,4,6,4,0,2,,Revit;project scheduling,1.0,False,0,2,0,False,False,False,False
16223371,SALES,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
16248476,CHEF,1,2,1,0,1,,inventory control,1.0,False,0,0,0,False,False,False,False
16270906,TEACHER,0,0,0,0,0,,,,True,1,4,1,False,False,False,False
16276121,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
16300459,BANKING,4,5,4,0,1,,portfolio management,1.0,False,8,9,1,False,False,False,False
16332348,ADVOCATE,3,3,3,0,0,,,1.0,False,0,7,2,True,False,False,False
16378091,CONSTRUCTION,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
16407619,BANKING,0,0,0,0,0,,,,True,2,5,1,False,False,False,False
16449850,FINANCE,0,1,0,0,1,,due diligence,,True,2,0,1,False,False,False,False
16605352,FITNESS,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
16702198,HEALTHCARE,0,0,0,0,0,,,,True,0,22,4,False,False,False,False
16833515,AVIATION,0,0,0,0,0,,,,True,0,4,2,False,False,False,False
16861758,HR,1,2,1,0,1,,onboarding,1.0,False,2,7,0,False,False,False,False
16877897,HR,6,6,4,2,2,interviewing;sourcing,onboarding;organizational development,0.6666666666666666,False,0,7,0,False,False,False,False
16887936,ARTS,0,0,0,0,0,,,,True,0,0,0,True,False,False,False
16893572,DIGITAL-MEDIA,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
16985289,APPAREL,2,3,2,0,1,,problem solving,1.0,False,0,0,0,False,False,False,False
17021141,ADVOCATE,0,0,0,0,0,,,,True,0,6,0,False,False,False,False
17043822,ENGINEERING,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17095812,BUSINESS-DEV,2,3,2,0,1,,process improvement,1.0,False,0,1,0,False,False,False,False
17103000,ENGINEERING,3,2,2,1,0,mechanical engineering,,0.6666666666666666,False,2,0,0,False,False,False,False
17108676,ENGINEERING,5,5,5,0,0,,,1.0,False,0,9,0,False,True,True,True
17111768,INFORMATION-TECH,5,2,2,3,0,SQL;VMware;sql,,0.4,False,0,1,0,False,False,False,False
17115815,BUSINESS-DEV,2,2,2,0,0,,,1.0,False,4,4,0,False,False,False,False
17131084,BANKING,3,5,3,0,2,,financial analysis;financial modeling,1.0,False,4,10,0,False,False,False,False
17132168,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
17150707,HR,6,5,3,3,2,candidate screening;interviewing;job evaluation,employee relations;training and development,0.5,False,0,0,0,False,False,False,False
17152392,AVIATION,0,0,0,0,0,,,,True,1,0,1,False,False,False,False
17163375,FITNESS,2,2,2,0,0,,,1.0,False,0,4,0,False,True,True,True
17254634,ADVOCATE,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
17274759,AVIATION,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17276884,BANKING,0,0,0,0,0,,,,True,0,2,2,False,False,False,False
17286050,FITNESS,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17306905,ACCOUNTANT,6,8,6,0,2,,financial reporting;payroll processing,1.0,False,0,50,0,False,False,False,False
17307206,CONSULTANT,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17311685,TEACHER,2,2,2,0,0,,,1.0,False,0,0,0,False,True,True,True
17312146,AGRICULTURE,0,0,0,0,0,,,,True,1,4,0,False,False,False,False
17325147,ARTS,0,0,0,0,0,,,,True,0,15,1,True,False,False,False
17342969,CONSTRUCTION,0,0,0,0,0,,,,True,0,74,0,False,False,False,False
17378327,SALES,0,0,0,0,0,,,,True,0,5,2,False,False,False,False
17392859,FINANCE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17396388,BANKING,0,0,0,0,0,,,,True,1,0,1,False,False,False,False
17407184,ACCOUNTANT,4,4,4,0,0,,,1.0,False,0,1,1,False,False,False,False
17410700,SALES,1,2,1,0,1,,retail sales,1.0,False,0,0,0,False,False,False,False
17412079,HR,9,12,9,0,3,,benefits administration;employee engagement;onboarding,1.0,False,0,2,0,False,False,False,False
17421910,BUSINESS-DEV,2,2,1,1,1,process improvement,budgeting,0.5,False,0,0,0,False,False,False,False
17422560,HR,2,4,2,0,2,,onboarding;recruitment,1.0,False,0,0,0,False,False,False,False
17431847,FITNESS,3,3,3,0,0,,,1.0,False,0,0,0,False,True,True,True
17432318,DIGITAL-MEDIA,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
17481570,TEACHER,1,4,1,0,3,,curriculum development;lesson planning;parent communication,1.0,False,0,5,2,False,False,False,False
17483843,AVIATION,1,0,0,1,0,aircraft maintenance,,0.0,False,0,19,0,False,False,False,False
17488801,ENGINEERING,6,6,6,0,0,,,1.0,False,2,0,0,False,False,False,False
17499196,AGRICULTURE,0,0,0,0,0,,,,True,0,12,0,False,False,False,False
17509935,SALES,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
17510973,AUTOMOBILE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17539842,HEALTHCARE,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
17545780,HEALTHCARE,0,1,0,0,1,,medication administration,,True,1,5,0,True,False,False,False
17555081,DESIGNER,0,0,0,0,0,,,,True,2,2,0,False,False,False,False
17556527,ACCOUNTANT,9,9,7,2,2,account reconciliations;fixed assets,financial reporting;payroll processing,0.7777777777777778,False,0,0,0,False,False,False,False
17562754,DIGITAL-MEDIA,1,1,1,0,0,,,1.0,False,2,5,3,False,False,False,False
17570634,CONSTRUCTION,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
17571262,AUTOMOBILE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17576030,FITNESS,1,1,1,0,0,,,1.0,False,2,2,0,False,False,False,False
17584743,DIGITAL-MEDIA,1,1,1,0,0,,,1.0,False,0,0,0,False,True,True,True
17597372,BUSINESS-DEV,1,1,1,0,0,,,1.0,False,1,3,0,False,False,False,False
17602815,BUSINESS-DEV,2,2,2,0,0,,,1.0,False,0,0,0,False,True,True,True
17624934,HEALTHCARE,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
17640785,AGRICULTURE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17641670,INFORMATION-TECH,2,3,2,0,1,,system administration,1.0,False,0,14,1,False,False,False,False
17655479,AVIATION,0,0,0,0,0,,,,True,0,2,0,False,False,False,False
17658471,FITNESS,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17659053,APPAREL,4,4,4,0,0,,,1.0,False,0,1,1,False,False,False,False
17660419,FITNESS,0,1,0,0,1,,personal training,,True,3,9,0,False,False,False,False
17681064,INFORMATION-TECH,1,1,1,0,0,,,1.0,False,0,2,0,False,True,True,True
17686472,AVIATION,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17688766,INFORMATION-TECH,5,6,5,0,1,,virtualization,1.0,False,0,2,1,False,False,False,False
17694454,ARTS,0,0,0,0,0,,,,True,0,6,3,False,False,False,False
17694572,AVIATION,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17704246,SALES,0,0,0,0,0,,,,True,1,19,0,False,False,False,False
17714174,APPAREL,2,3,2,0,1,,leadership,1.0,False,0,22,0,False,False,False,False
17730889,BUSINESS-DEV,2,2,2,0,0,,,1.0,False,0,0,0,False,True,True,True
17775916,FINANCE,2,3,2,0,1,,financial analysis,1.0,False,0,7,3,False,False,False,False
17781039,SALES,2,2,2,0,0,,,1.0,False,0,6,1,False,False,False,False
17812897,HR,9,9,7,2,2,conflict resolution;workforce planning,onboarding;training and development,0.7777777777777778,False,0,2,1,False,False,False,False
17818707,BANKING,1,1,0,1,1,financial analysis,valuation,0.0,False,0,2,0,False,False,False,False
17823436,BANKING,0,0,0,0,0,,,,True,0,28,1,False,False,False,False
17847636,ADVOCATE,0,0,0,0,0,,,,True,0,2,3,False,False,False,False
17855844,HR,6,6,6,0,0,,,1.0,False,2,4,0,False,False,False,False
17857644,ARTS,0,0,0,0,0,,,,True,0,6,0,False,False,False,False
17864043,HEALTHCARE,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
17876954,AVIATION,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
17880988,FINANCE,1,1,1,0,0,,,1.0,False,0,17,0,False,True,True,True
17911230,ADVOCATE,2,2,2,0,0,,,1.0,False,0,4,0,False,True,True,True
17915015,FITNESS,4,3,3,1,0,fitness assessment,,0.75,False,0,6,0,False,False,False,False
17926546,ENGINEERING,6,5,5,1,0,mechanical engineering,,0.8333333333333334,False,0,5,1,False,False,False,False
17960690,HEALTHCARE,0,1,0,0,1,,patient education,,True,0,2,2,False,False,False,False
17963031,HEALTHCARE,0,0,0,0,0,,,,True,0,10,0,False,False,False,False
17983430,AVIATION,1,1,1,0,0,,,1.0,False,0,8,2,False,False,False,False
17983957,CONSULTANT,0,0,0,0,0,,,,True,0,1,0,False,False,False,False
17987433,INFORMATION-TECH,0,0,0,0,0,,,,True,0,0,1,False,False,False,False
18001081,TEACHER,5,3,3,2,0,differentiated instruction;student engagement,,0.6,False,0,0,0,False,False,False,False
18024825,FINANCE,1,1,1,0,0,,,1.0,False,2,36,3,False,False,False,False
18029935,ARTS,0,0,0,0,0,,,,True,3,0,1,False,False,False,False
18036030,CHEF,0,0,0,0,0,,,,True,0,0,0,False,False,False,False
18062906,SALES,1,1,1,0,0,,,1.0,False,0,6,0,False,True,True,True
18067556,INFORMATION-TECH,8,7,7,1,0,help desk,,0.875,False,0,47,0,False,False,False,False
18072085,FINANCE,0,0,0,0,0,,,,True,0,5,0,False,False,False,False
18079050,CONSULTANT,0,0,0,0,0,,,,True,0,1,1,False,False,False,False
18084150,HR,8,9,8,0,1,,benefits administration,1.0,False,0,4,0,False,False,False,False
18090899,ADVOCATE,0,0,0,0,0,,,,True,0,28,4,False,False,False,False
18106533,ARTS,0,0,0,0,0,,,,True,0,14,0,False,False,False,False
18129173,HEALTHCARE,1,1,1,0,0,,,1.0,False,2,8,1,False,False,False,False
18132924,ACCOUNTANT,11,11,10,1,1,journal entries,cost accounting,0.9090909090909091,False,0,10,0,False,False,False,False
18133495,PUBLIC-RELATIONS,1,0,0,1,0,Adobe Photoshop,,0.0,False,0,17,0,False,False,False,False
